Date,Open,High,Low,Close
2020-12-20,358.12672176309,373.86855568674,347.89452971271,352.61707988981
2020-12-21,354.19126328217,364.42345533255,347.10743801653,356.55253837072
2020-12-22,360.48799685163,362.062180244,354.19126328217,356.55253837072
2020-12-23,362.062180244,369.14600550964,353.40417158599,355.76544667454
2020-12-24,355.76544667454,358.12672176309,349.46871310508,350.25580480126
2020-12-27,356.55253837072,356.55253837072,348.68162140889,350.25580480126
2020-12-28,349.46871310508,351.04289649744,345.53325462416,346.32034632035
2020-12-29,363.63636363636,363.63636363636,344.74616292798,345.53325462416
2020-12-30,338.44942935852,351.04289649744,338.44942935852,344.74616292798
2020-12-31,346.32034632035,352.61707988981,346.32034632035,350.25580480126
2021-01-03,349.78354978355,349.78354978355,339.39393939394,342.85714285714
2021-01-04,345.45454545455,348.91774891775,344.58874458874,345.45454545455
2021-01-05,345.45454545455,349.78354978355,339.39393939394,344.58874458874
2021-01-06,347.18614718615,350.64935064935,342.85714285714,344.58874458874
2021-01-07,343.72294372294,346.32034632035,342.85714285714,342.85714285714
2021-01-10,342.85714285714,348.91774891775,341.12554112554,343.72294372294
2021-01-11,348.91774891775,352.38095238095,345.45454545455,348.05194805195
2021-01-12,349.78354978355,350.64935064935,348.05194805195,348.91774891775
2021-01-13,332.46753246753,357.57575757576,332.46753246753,355.84415584416
2021-01-17,373.16017316017,373.16017316017,349.78354978355,350.64935064935
2021-01-18,351.51515151515,353.24675324675,348.05194805195,348.91774891775
2021-01-19,351.51515151515,351.51515151515,344.58874458874,345.45454545455
2021-01-20,329.00432900433,354.11255411255,329.00432900433,348.05194805195
2021-01-21,353.24675324675,353.24675324675,345.45454545455,348.05194805195
2021-01-24,352.38095238095,357.57575757576,350.64935064935,351.51515151515
2021-01-25,353.24675324675,357.57575757576,349.78354978355,352.38095238095
2021-01-26,352.38095238095,357.57575757576,348.91774891775,350.64935064935
2021-01-27,348.91774891775,354.97835497835,348.91774891775,350.64935064935
2021-01-28,353.24675324675,354.97835497835,344.58874458874,346.32034632035
2021-01-31,340.25974025974,347.18614718615,338.52813852814,340.25974025974
2021-02-01,346.32034632035,347.18614718615,343.72294372294,344.58874458874
2021-02-02,350.64935064935,350.64935064935,343.72294372294,347.18614718615
2021-02-03,349.78354978355,379.22077922078,346.32034632035,360.17316017316
2021-02-04,360.17316017316,363.63636363636,356.70995670996,361.90476190476
2021-02-07,361.90476190476,387.87878787879,361.90476190476,380.08658008658
2021-02-08,387.01298701299,393.93939393939,374.02597402597,378.35497835498
2021-02-09,396.5367965368,396.5367965368,365.36796536797,367.96536796537
2021-02-10,361.03896103896,362.77056277056,346.32034632035,357.57575757576
2021-02-11,354.11255411255,358.44155844156,349.78354978355,352.38095238095
2021-02-14,347.18614718615,357.57575757576,345.45454545455,350.64935064935
2021-02-15,354.97835497835,357.57575757576,351.51515151515,354.97835497835
2021-02-16,361.03896103896,361.03896103896,347.18614718615,349.78354978355
2021-02-17,349.78354978355,352.38095238095,348.05194805195,349.78354978355
2021-02-18,349.78354978355,351.51515151515,348.05194805195,349.78354978355
2021-02-21,367.09956709957,367.09956709957,348.05194805195,352.38095238095
2021-02-22,354.97835497835,358.44155844156,339.39393939394,349.78354978355
2021-02-23,367.09956709957,367.09956709957,345.45454545455,348.05194805195
2021-02-24,365.36796536797,365.36796536797,338.52813852814,349.78354978355
2021-02-25,354.97835497835,354.97835497835,346.32034632035,346.32034632035
2021-02-28,350.64935064935,350.64935064935,340.25974025974,341.12554112554
2021-03-01,337.66233766234,348.05194805195,337.66233766234,343.72294372294
2021-03-02,343.72294372294,346.32034632035,339.39393939394,341.12554112554
2021-03-03,339.39393939394,341.99134199134,335.06493506494,335.06493506494
2021-03-04,340.25974025974,346.32034632035,336.79653679654,346.32034632035
2021-03-08,340.25974025974,356.70995670996,340.25974025974,346.32034632035
2021-03-09,340.25974025974,344.58874458874,339.39393939394,341.12554112554
2021-03-10,341.12554112554,345.45454545455,339.39393939394,339.39393939394
2021-03-14,339.39393939394,342.85714285714,336.79653679654,337.66233766234
2021-03-15,336.79653679654,340.25974025974,335.06493506494,335.93073593074
2021-03-16,335.06493506494,340.25974025974,334.19913419913,335.93073593074
2021-03-17,334.19913419913,341.12554112554,331.60173160173,336.79653679654
2021-03-18,353.24675324675,353.24675324675,338.52813852814,339.39393939394
2021-03-21,355.84415584416,355.84415584416,335.93073593074,340.25974025974
2021-03-22,340.25974025974,346.32034632035,339.39393939394,342.85714285714
2021-03-23,342.85714285714,357.57575757576,342.85714285714,350.64935064935
2021-03-24,354.97835497835,360.17316017316,350.64935064935,353.24675324675
2021-03-25,353.24675324675,359.30735930736,348.05194805195,352.38095238095
2021-03-29,350.64935064935,354.11255411255,343.72294372294,349.78354978355
2021-03-30,333.33333333333,356.70995670996,333.33333333333,349.78354978355
2021-03-31,354.11255411255,354.97835497835,348.91774891775,349.78354978355
2021-04-01,354.97835497835,355.84415584416,348.91774891775,352.38095238095
2021-04-04,351.51515151515,358.44155844156,351.51515151515,354.97835497835
2021-04-05,359.30735930736,359.30735930736,350.64935064935,354.11255411255
2021-04-06,359.30735930736,388.74458874459,349.78354978355,387.01298701299
2021-04-07,398.2683982684,402.5974025974,371.42857142857,374.02597402597
2021-04-08,369.69696969697,373.16017316017,363.63636363636,365.36796536797
2021-04-12,363.63636363636,369.69696969697,356.70995670996,363.63636363636
2021-04-13,363.63636363636,370.56277056277,360.17316017316,367.96536796537
2021-04-15,363.63636363636,373.16017316017,363.63636363636,369.69696969697
2021-04-18,372.29437229437,372.29437229437,362.77056277056,366.23376623377
2021-04-19,362.77056277056,369.69696969697,361.03896103896,362.77056277056
2021-04-20,359.30735930736,367.96536796537,359.30735930736,363.63636363636
2021-04-21,360.17316017316,367.96536796537,357.57575757576,361.03896103896
2021-04-22,355.84415584416,366.23376623377,355.84415584416,362.77056277056
2021-04-25,363.63636363636,363.63636363636,351.51515151515,353.24675324675
2021-04-26,346.32034632035,357.57575757576,343.72294372294,344.58874458874
2021-04-27,344.58874458874,354.11255411255,344.58874458874,354.11255411255
2021-04-28,350.64935064935,354.97835497835,346.32034632035,350.64935064935
2021-04-29,343.72294372294,357.57575757576,343.72294372294,355.84415584416
2021-05-02,373.16017316017,379.22077922078,359.30735930736,368.83116883117
2021-05-03,350.64935064935,378.35497835498,350.64935064935,367.96536796537
2021-05-04,367.96536796537,368.83116883117,361.90476190476,366.23376623377
2021-05-05,373.16017316017,373.16017316017,361.90476190476,365.36796536797
2021-05-06,364.50216450216,366.23376623377,359.30735930736,361.03896103896
2021-05-09,358.44155844156,361.03896103896,356.70995670996,358.44155844156
2021-05-10,361.90476190476,361.90476190476,354.97835497835,358.44155844156
2021-05-11,354.97835497835,366.23376623377,353.24675324675,360.17316017316
2021-05-12,363.63636363636,365.36796536797,357.57575757576,357.57575757576
2021-05-13,357.57575757576,362.77056277056,356.70995670996,361.03896103896
2021-05-16,365.36796536797,371.42857142857,362.77056277056,367.09956709957
2021-05-17,384.41558441558,384.41558441558,364.50216450216,369.69696969697
2021-05-18,387.87878787879,406.06060606061,369.69696969697,406.06060606061
2021-05-19,425.97402597403,425.97402597403,385.28138528139,393.07359307359
2021-05-20,389.61038961039,410.38961038961,381.81818181818,395.670995671
2021-05-23,389.61038961039,399.1341991342,378.35497835498,394.80519480519
2021-05-24,402.5974025974,411.25541125541,398.2683982684,403.4632034632
2021-05-25,401.7316017316,415.58441558442,400.0,414.71861471861
2021-05-27,414.71861471861,455.41125541126,414.71861471861,455.41125541126
2021-05-30,476.19047619048,500.4329004329,458.87445887446,483.11688311688
2021-05-31,484.84848484848,494.37229437229,445.88744588745,449.35064935065
2021-06-01,432.90043290043,466.66666666667,432.90043290043,445.88744588745
2021-06-02,445.88744588745,473.59307359307,445.88744588745,467.53246753247
2021-06-03,490.90909090909,490.90909090909,451.94805194805,454.54545454545
2021-06-06,454.54545454545,461.47186147186,443.29004329004,447.61904761905
2021-06-07,469.26406926407,469.26406926407,445.88744588745,450.21645021645
2021-06-08,472.72727272727,472.72727272727,450.21645021645,453.67965367965
2021-06-09,476.19047619048,476.19047619048,448.48484848485,455.41125541126
2021-06-10,476.19047619048,476.19047619048,453.67965367965,466.66666666667
2021-06-13,461.47186147186,497.8354978355,461.47186147186,486.58008658009
2021-06-14,510.82251082251,510.82251082251,464.93506493506,477.05627705628
2021-06-15,486.58008658009,486.58008658009,461.47186147186,464.93506493506
2021-06-16,464.93506493506,472.72727272727,442.42424242424,450.21645021645
2021-06-17,450.21645021645,472.72727272727,441.55844155844,461.47186147186
2021-06-20,467.53246753247,470.99567099567,443.29004329004,448.48484848485
2021-06-21,446.75324675325,451.94805194805,424.24242424242,425.10822510823
2021-06-22,425.97402597403,451.08225108225,420.77922077922,444.15584415584
